问题,答案,参考,us3路径
百润股份2024年至2026年的营业总收入和归母净利润分别是多少？,百润股份2024年、2025年、2026年的营业总收入分别为32.4亿元、37.1亿元、41.8亿元，归母净利润分别为7.8亿元、9.0亿元、10.2亿元。,结合公司规划和前三季度业绩表现，我们略调整2024-2026年营收为32.4/37.1/41.8亿元（前值32.7、37.4、41.6亿元），同比-1%、+14%、+13%；归母净利润7.8、9.0、10.2亿元（前值7.9、9.1、10.5亿元），同比-4%、+15%、14%，对应PE为32、28、25倍，维持“买入”评级。,pdf/2024-12-12/email_5250cc13-d6de-56c9-b089-a221b21c7e44.md
百润股份的威士忌新品售价及销售渠道有哪些？,百润股份发布的两款威士忌新品，崃州单一麦芽威士忌创世版（700ml、46度）和百利得单一调和威士忌创世版（700ml、43度），官方售价均为399元，限量发售10000瓶，每人每款限购2瓶，通过上海崃州吧、广州崃州吧、成都崃州烈酒文化体验中心线下渠道为主销售。,本次发布亮相的2款新品，崃州单一麦芽威士忌创世版（700ml、46度）、百利得单一调和威士忌创世版（700ml、43度），官方售价均为399元，作为公司沉淀3年的开山之作，限量发售10000瓶，每人每款限购2瓶，销售渠道以上海崃州吧、广州崃州吧、成都崃州烈酒文化体验中心线下渠道为主。,pdf/2024-12-12/email_5250cc13-d6de-56c9-b089-a221b21c7e44.md
百润股份2023年和2024年资产负债率分别为多少？,百润股份2023年的资产负债率为43.14%，2024年预计为38.32%。,重要财务与估值指标 ... 资产负债率(%) 2023A 43.14 2024E 38.32,pdf/2024-12-12/email_5250cc13-d6de-56c9-b089-a221b21c7e44.md
2024年顺丰控股成为快递物流行业首家A+H股上市公司，这一举动对顺丰控股国际业务发展有何意义？,顺丰控股在香港联交所正式上市，成为快递物流行业首家“A+H”上市企业。依托港股，顺丰将更好地发展国际业务。在港上市将有助于顺丰控股进一步推进国际化战略，打造国际化资本运作平台，优化国际品牌形象、提高综合竞争力。,顺丰登陆港股，成快递物流行业首家A+H公司。11月27日，顺丰控股股份有限公司（以下简称顺丰控股002352，SZ；06936，HK）在香港联交所正式上市，成为快递物流行业首家“A+H”上市企业。依托港股，顺丰将更好地发展国际业务。在港上市将有助于顺丰控股进一步推进国际化战略，打造国际化资本运作平台，优化国际品牌形象、提高综合竞争力。,pdf/2024-12-12/email_75bd3f5a-535c-5577-a3c7-0500fb7f3159.md
近期顺丰控股、申通快递、圆通速递、韵达股份在A股市场的年初至今涨幅分别是多少？,顺丰控股年初至今涨幅为-24.84%；申通快递为-4.91%；圆通速递为-25.27%；韵达股份为-43.56%。,A股市场快递物流板块主要标的股价表现及估值：顺丰控股 002352.SZ 年初至今涨幅 -24.84%。申通快递 002468.SZ -4.91%。圆通速递 600233.SH -25.27%。韵达股份 002120.SZ -43.56%。,pdf/2024-12-12/email_75bd3f5a-535c-5577-a3c7-0500fb7f3159.md
大全能源(688303.SH)在2024年前三季度的营业收入和归母净利润分别是多少，同比变动情况如何？,大全能源2024年前三季度营业收入为60.05亿元，同比下降53.37%；归母净利润为-10.99亿元，同比下降121.49%。,公司发布了2024 年三季报，报告期内公司营业收入为60.05亿元，同比下降53.37%，归母净利润为-10.99亿元，同比下降121.49%；,pdf/2024-12-12/email_c9520d49-f12a-5142-99f2-00d12a4c6290.md
截至2024年三季度末，大全能源的在手现金及定期存款分别是多少，资产负债率为多少？,截至2024年三季度末，大全能源各类现金及现金等价物合计约为58.3亿元，还有约100亿元定期存款，资产负债率为11%。,截止Q3末，公司各类现金及现金等价物合计约为58.3亿元，还有约100亿元定期存款，在手现金充足。当前公司资产负债率仅11%，资产负债情况十分安全。,pdf/2024-12-12/email_c9520d49-f12a-5142-99f2-00d12a4c6290.md
大全能源2024年第三季度多晶硅产量与产销率分别是多少？,大全能源2024年第三季度多晶硅产量为4.4万吨，产销率达到96.6%。,Q3公司多晶硅产量为4.4万吨，对应开工率约为58%...Q3公司多晶硅销量为4.36万吨，产销率达到96.6%，展现出良好的市场适应能力和运营效率。,pdf/2024-12-12/email_c9520d49-f12a-5142-99f2-00d12a4c6290.md
比亚迪2024年11月的总销量及其同比、环比增长情况如何？,比亚迪2024年11月销量为50.68万辆，同比增加67.9%，环比增加0.8%。,事件：公司2024年11月销量50.68万辆，同比+67.9%，环比+0.8%。,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
比亚迪2024年至2026年归母净利润的预测值各是多少？,比亚迪2024-2026年归母净利润预测分别为385亿元、476亿元、578亿元。,预计公司2024-2026年归母净利润385/476/578亿元，对应PE分别为21/17/14倍，维持“买入”评级。,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
比亚迪在2024年11月的出口情况如何？,比亚迪2024年11月出口3.1万辆，环比下降0.7%。1-11月累计出口36.0万辆，2024下半年以来稳定在3万辆以上。,公司11月出口3.1万辆，环比-0.7%，1-11月累计出口36.0万辆，2024下半年以来稳定在3万辆以上。,pdf/2024-12-12/email_b0720ffe-7568-5ecf-9fca-146f5ec60ad6.md
截至2024年第三季度末，中国核电控股在运和在建核电机组的数量和装机容量分别是多少？,截至2024Q3末，中国核电控股在运核电机组25台，装机容量23.75GW；控股已核准在建或待建的机组18台，装机容量20.64GW。,公司是国内核电双寡头之一，截至2024Q3末，公司控股在运核电机组25台，装机容量23.75GW；公司控股已核准在建或待建的机组18台，装机容量20.64GW。,pdf/2024-12-12/email_ad3f7a1b-e860-526f-8eb3-5f55d880651a.md
中国核电2024-2026年的营业收入和归母净利润预测，以及相应的每股收益(EPS)和市盈率(PE)分别是多少？,预计公司2024-2026年营业收入分别为797.7/879.8/946.3亿元，归母净利润分别为113.1/125.3/131.1亿元，EPS为0.60/0.66/0.69元，对应当前股价PE为15.9/14.4/13.7倍。,我们预计公司2024-2026年营业收入分别为797.7/879.8/946.3 亿元，归母净利润分别为113.1/125.3/131.1亿元，EPS为0.60/0.66/0.69元，对应当前股价PE为15.9/14.4/13.7倍，首次覆盖，给予“买入”评级。,pdf/2024-12-12/email_ad3f7a1b-e860-526f-8eb3-5f55d880651a.md
中国核电2023年分红情况（每股股利及股利支付率）如何，未来分红比率有何展望？,公司2023年每股股利0.195元，股利支付率为34.7%。公司过去三年平均股利支付率约35%，资本开支周期结束股利支付率有望看齐长江电力。长江电力承诺“十四五”期间分红比率不低于70%。,公司过去三年平均股利支付率约35%，资本开支周期结束股利支付率有望看齐长江电力。公司2023年每股股利0.195元，股利支付率为34.7%。长江电力承诺“十四五”期间分红比率不低于70%。,pdf/2024-12-12/email_ad3f7a1b-e860-526f-8eb3-5f55d880651a.md
宇通客车2024年三季度营收和归属于母公司净利润分别是多少，同比变化如何？,宇通客车2024年第三季度实现营收77.39亿元，同比下降1.25%；归母净利润7.58亿元，同比增长30.67%。,公司发布2024年三季报，第三季度实现营收77.39亿元，同比下降1.25%，归母净利润7.58亿元，同比增长30.67%。,pdf/2024-12-12/email_2160e02d-e8a1-58f0-897b-e02de219d2d5.md
宇通客车2024年三季度每股分红金额及现金分红比例是多少？,宇通客车前三季度利润分配方案为每股派发现金股利0.5元（含税），对应现金分红比例约45.52%。,公司发布前三季度利润分配方案，每股派发现金股利0.5元（含税），对应现金分红比例约45.52%。,pdf/2024-12-12/email_2160e02d-e8a1-58f0-897b-e02de219d2d5.md
2023年宇通客车出口销量和出口毛利率分别为多少？出口毛利率比内销高出多少个百分点？,2023年宇通客车出口销量突破1万辆，对应份额约32%；出口毛利率为31.7%，比内销高8.7个百分点。,宇通作为行业出海龙头，2023年出口销量突破1万辆，对应份额约32%，...2023年宇通外销毛利率为31.7%，高于内销8.7pct。,pdf/2024-12-12/email_2160e02d-e8a1-58f0-897b-e02de219d2d5.md
2023年底亿联网络的分红率和当前股息收益率分别是多少？,亿联网络2023年底宣布分红率为87.9%，当前市值对应股息收益率为3.8%。,亿联网络有分红回报率组合和历史估值分位数优势，23年底宣布分红率为87.9%，当前市值对应股息收益率为3.8%。,pdf/2024-12-12/email_3eddf140-257c-59a4-bb07-59ebd0aff1de.md
2024年前三季度亿联网络的营收和归母净利润同比增速分别是多少？,2024年前三季度亿联网络实现营收41.10亿元，同比增长27.5%；归母净利润20.65亿元，同比增长27.9%。,24前三季度公司实现营收41.10亿元，同比增长27.5%，此前预告40.3-41.9亿元；归母净利润20.65亿元，同比增长27.9%，此前预告20.2-21.0亿元。,pdf/2024-12-12/email_3eddf140-257c-59a4-bb07-59ebd0aff1de.md
华新水泥此次拟收购豪瑞尼日利亚水泥资产的大致规模和交易结构是什么？,华新水泥拟通过以5.60亿美元、2.78亿美元现金收购两家标的公司股权的方式间接收购关联方豪瑞尼日利亚水泥标的资产83.81%的股权。,■事件：公司拟通过以5.60亿美元、2.78亿美元现金收购两家标的公司股 权的方式间接收购关联方豪瑞尼日利亚水泥标的资产83.81%的股权。,pdf/2024-12-12/email_a1e2345f-0cc4-5d32-abe7-79d5c15bf93b.md
此次收购完成后，华新水泥海外水泥产能将增加多少？,标的公司产能相当于公司2024年三季度末海外水泥产能的47%，交易完成后公司海外水泥粉磨产能合计将超过3300万吨/年。,（3）此次交易另一方面 将一次性大幅扩充公司海外水泥产能，标的公司产能相当于公司2024 年三季度末海外水泥产能的47%，交易完成后公司海外水泥粉磨产能合 计将超过3300万吨/年。,pdf/2024-12-12/email_a1e2345f-0cc4-5d32-abe7-79d5c15bf93b.md
华新水泥2025年和2026年归属于母公司的净利润预测分别为多少？,预计2025年归属于母公司的净利润为23.45亿元，2026年为27.47亿元。,我们预计2024-2026年 归母净利润为17.5/23.5/27.5亿元（前值17.4/21.3/23.6亿元）,pdf/2024-12-12/email_a1e2345f-0cc4-5d32-abe7-79d5c15bf93b.md
浪潮信息在AI服务器领域的市场份额和2024年利润预测是多少？,浪潮信息AI服务器国内市占率在2024年Q1恢复至47%，预计2024年实现利润25亿元。,按照此前IDC数据，浪潮在国内市场依然市占率领先，且Q2开始扭转此前趋势，开始恢复上升；AI服务器更加明显，市占率恢复至47%（24Q1约36%）...预计24年实现利润25亿元...,pdf/2024-12-12/email_1d621973-073c-54c4-a75d-c4ba6e905b8c.md
山东出版集团持有山东出版的控股权比例是多少？,截至2024Q3，山东出版集团持股比例为79.52%。,公司于2017年上市，控股股东及实际控制人为山东出版集团有限公司，截止至2024Q3，山东出版集团持股比例为79.52%。,pdf/2024-12-12/email_2a1c1d40-62d3-597c-b886-d878d288d6fd.md
2023年山东出版的分红金额和分红比例分别是多少？,2023年，山东出版公司的分红金额为11.69亿元，分红比例为49.19%。,2021-2023年，公司分红金额分别为7.30亿元、8.14亿元、11.69亿元，分红比例分别为47.65%、48.43%、49.19%，都表现出逐年增长趋势。表3中也显示2023年山东出版年度分红总额为11.69亿元，分红比例为49.19%。,pdf/2024-12-12/email_2a1c1d40-62d3-597c-b886-d878d288d6fd.md
山东出版2024年归母净利润和同比增速预测分别是多少？,预计山东出版2024年归母净利润为15.25亿元，同比增速为-35.8%。,我们预计公司2024-2026年总营收预计128.45亿元、138.29亿元和146.58亿元，同比增速分别为5.7%、7.7%和6.0%；归母净利分别为15.25亿元、16.11亿元和16.97亿元，同比增速分别-35.8%、5.6%和5.4%；,pdf/2024-12-12/email_2a1c1d40-62d3-597c-b886-d878d288d6fd.md
2024年宝丰能源的归属于母公司所有者的净利润预测是多少？,"2024年宝丰能源归属于母公司所有者的净利润预测为6,589百万元。","投资分析意见：维持公司2024-2026年归母净利润分别为65.89、135.67、150.40亿元... 财务数据及盈利预测...归母净利润 (百万元)：2024E 6,589。",pdf/2024-12-12/email_7d6e3062-503d-529e-950f-b08fe0e6a518.md
截至2024年11月25日，宝丰能源的流通A股市值是多少？,"截至2024年11月25日，宝丰能源的流通A股市值为116,674百万元。","市场数据：2024年11月25日...流通A股市值（百万元）...116,674",pdf/2024-12-12/email_7d6e3062-503d-529e-950f-b08fe0e6a518.md
宝丰能源内蒙一期300万吨煤制烯烃项目首条生产线的运行情况如何？,宝丰能源内蒙一期300万吨煤制烯烃项目第一系列100万吨/年烯烃生产线试生产，已成功产出合格产品，截至11月25日，生产线运行稳定。,公司公告：近日，内蒙一期300万吨煤制烯烃项目第一系列100万吨/年烯烃生产线试生产，成功产出合格产品，截至11月25日，内蒙烯烃项目第一系列生产线运行稳定。,pdf/2024-12-12/email_7d6e3062-503d-529e-950f-b08fe0e6a518.md
伯特利2024年归属于母公司股东的净利润预测是多少？,预计伯特利2024年归母净利润为11.6亿元。,我们预计公司24-26年归母净利润分别为11.6/15.3/19.2亿元，同比+31%/+31%/+26%，考虑到公司竞争优势明显，卡位高成长赛道，首次覆盖，给予“买入”评级。,pdf/2024-12-12/email_dc433058-bcf0-54d5-984f-3f353a596c11.md
截至2024年三季度，伯特利的控股股东及其持股比例分别是多少？,伯特利的控股股东为袁永彬，持股占比为18.2%，第二大股东为芜湖奇瑞科技有限公司，持股占比14.6%。,实际控制人具有深厚技术背景，奇瑞系第二大股东。袁永彬为公司实际控制人和大股东，持有股份占比为18.2%，并担任公司董事长。...第二大股东为芜湖奇瑞科技有限公司，持股占比14.6%，为奇瑞子公司，有效加强公司与奇瑞的合作关系。,pdf/2024-12-12/email_dc433058-bcf0-54d5-984f-3f353a596c11.md
伯特利的主要业务板块及2023年各自的收入占比是多少？,伯特利2023年主要业务中，机械制动产品营收占比45%，智能电控产品营收占比44%，机械转向营收占比6%。,公司主要产品为机械制动（23年收入占比45%）、智能电控（23年占比44%）、机械转向（23年占比6%），其中机械转向为22年收购新业务，目标发展为智能一体化底盘供应商。,pdf/2024-12-12/email_dc433058-bcf0-54d5-984f-3f353a596c11.md
截至2024年9月30日，国网信通的控股股东是谁，持股比例是多少？国家电网公司合计持股比例是多少？,截至2024年9月30日，国网信通的控股股东是国网信息通信产业集团有限公司，持有国网信通43.85%的股份，国家电网公司直接及间接持股公司51.79%的股份。,公司为央企，控股股东国网信息通信产业集团有限公司是国家电网整合系统内优质信息通信资源成立的全资子公司，截至2024年9月30日持有国网信通43.85%的股份，国家电网直接及间接持股公司51.79%的股份。,pdf/2024-12-12/email_23c759a9-9d39-580e-b7de-3338f5e10e5e.md
国网信通2023年主要业务板块各自的营收占比是多少？,国网信通2023年三大业务板块的营收占比分别为：云网基础设施48%，电力数字化27%，企业数字化26%。,公司主要业务包括云网基础设施、电力数字化、企业数字化等三大业务板块，2023年营收占比分别为48%、27%、26%。,pdf/2024-12-12/email_23c759a9-9d39-580e-b7de-3338f5e10e5e.md
国网信通在2019年重组后，关于与南瑞集团及控股股东国网信产集团业务重合问题的承诺及解决期限是什么？,国网信通在2019年重组后，承诺在2024年12月前解决和南瑞集团、以及控股股东国网信产集团的业务重合问题。,公司承诺在2024年12月前解决和南瑞集团、以及控股股东国网信产集团的业务重合问题。若承诺履行，公司将能拓展更多优质业务板块。,pdf/2024-12-12/email_23c759a9-9d39-580e-b7de-3338f5e10e5e.md
截至2024年11月22日，恒力石化的市盈率（PE）和市净率（PB）情况如何？,恒力石化2024年市盈率为13.1倍，市净率为1.5倍。,恒力石化...2024E...PE...13.1...PB...2024E 1.5,pdf/2024-12-12/email_ba7d22a8-2d2e-50c0-ba67-84db54c24d67.md
荣盛石化2023年至2026年归母净利润及对应动态市盈率（PE）是多少？,"2023A归母净利润为1,158百万元，对应PE为82.5；2024E归母净利润为2,034百万元，对应PE为47.0；2025E归母净利润为4,440百万元，对应PE为21.5；2026E归母净利润为6,499百万元，对应PE为14.7。","荣盛石化...归母净利润（百万元）2023A 1,158，2024E 2,034，2025E 4,440，2026E 6,499...PE 2023A 82.5，2024E 47.0，2025E 21.5，2026E 14.7",pdf/2024-12-12/email_ba7d22a8-2d2e-50c0-ba67-84db54c24d67.md
东方盛虹2024年归母净利润为多少，市盈率（PE）是多少？,东方盛虹2024年归母净利润为-602百万元，市盈率（PE）为-96.3。,东方盛虹...2024E -602...PE 2024E -96.3,pdf/2024-12-12/email_ba7d22a8-2d2e-50c0-ba67-84db54c24d67.md
阳光电源与英国FidraEnergy签署的4.4GWh储能合作协议具体包括哪些技术方案？,该合作协议将建成两座独立储能标杆电站，部署880套阳光电源PowerTitan2.0液冷储能系统，使用构网型储能技术。,阳光电源与英国FidraEnergy成功签署4.4GWh储能合作协议，建成两座独立储能标杆电站...该项目部署880套阳光电源PowerTitan2.0液冷储能系统，使用构网型储能技术，预计将于2025年启动建设。,pdf/2024-12-12/email_e889cecf-7ef8-5004-be84-1242d786d19a.md
2024年意大利和英国在欧洲大储市场的装机量分别是多少，阳光电源有何市场地位？,预计2024年意大利和英国大储市场装机量分别为5.2和3.7GWh。此次阳光电源在英国签署了欧洲最大储能合作协议，预示中国企业在储能方面已获认可。,预计2024年意大利和英国大储市场装机量分别为5.2和3.7GWh。我们认为，此次阳光电源在英国签署了欧洲最大储能合作协议，预示着中国企业在储能方面的能力已经获欧洲大储大国的认可...,pdf/2024-12-12/email_e889cecf-7ef8-5004-be84-1242d786d19a.md
海通证券建议在欧洲储能市场关注哪些中国储能上市公司？,建议关注阳光电源、阿特斯、上能电气、禾望电气、盛弘股份、科华数据、派能科技和鹏辉能源。,随着25年大储和工商储发展以及户储回暖，我们建议关注阳光电源、阿特斯、上能电气、禾望电气、盛弘股份、科华数据、派能科技和鹏辉能源。,pdf/2024-12-12/email_e889cecf-7ef8-5004-be84-1242d786d19a.md
2024年前三季度华利集团的主营收入和归母净利润分别是多少，同比增速如何？,2024年前三季度华利集团收入为175.1亿元，同比增长22%；归母净利润为28.4亿元，同比增长24%。,此前公司发布三季报，2024Q1~Q3公司收入为175.1亿元，同比+22%；归母净利润为28.4亿元：同比+24%。,pdf/2024-12-12/email_799b3471-b8b4-568b-ae49-6a9887cadaa7.md
华利集团2024年前三季度运动鞋销量及其同比增长情况如何？同期运动鞋单价变化如何？,2024年前三季度运动鞋销量为1.63亿双，同比增长20%；人民币单价同比增长2%。,量价拆分来看，2024Q1~Q3运动鞋销量1.63亿双（同增20%）／人民币单价同增2%。,pdf/2024-12-12/email_799b3471-b8b4-568b-ae49-6a9887cadaa7.md
华利集团未来两年（2025-2026年）的产量年均复合增长率（CAGR）预期是多少？,预计2025~2026年产量CAGR有望达到15%左右，以匹配订单需求的增长。,展望未来，我们判断2025年公司新建工厂速度有望进一步加快，估计2025~2026年产量CAGR有望达到15%左右，匹配订单需求的增长。,pdf/2024-12-12/email_799b3471-b8b4-568b-ae49-6a9887cadaa7.md
广发证券2024年度中期A股利润分配实施方案是什么，每10股分红金额为多少？,广发证券2024年度中期A股利润分配方案为每10股派发现金红利人民币1.0元（含税），不送红股，不以公积金转增股本。,每股派发现金红利（含税）：每股人民币0.10元，每10股人民币1.0元。...向全体股东每10股派1.0元（含税），不送红股，不以公积金转增股本。,pdf/2024-12-12/email_99e5eb88-abe1-57ce-91a8-37b333951b37.md
2024-2026年三一重工归属于母公司股东的净利润预测分别是多少？,三一重工2024-2026年归母净利润预测值分别为62.84亿元、84.94亿元和113.21亿元。,我们维持公司2024-2026年归母净利润预测值为62.84/84.94/113.21亿元，对应当前市值PE分别为23/17/13x，维持“买入”评级。,pdf/2024-12-12/email_18bf8616-336c-56f6-95e8-4708c650bdb7.md
2024年上半年三一重工混凝土与起重机板块占公司收入比重是多少？,2024H1三一重工混凝土起重机合计占收入比重达44%。,2024H1三一重工混凝土起重机合计占收入比重达44%，混凝土起重机板块复苏将释放较大利润弹性，充分受益本轮上行周期。,pdf/2024-12-12/email_18bf8616-336c-56f6-95e8-4708c650bdb7.md
2023年末三一重工的资产负债率和每股净资产分别是多少？,2023年末三一重工的资产负债率为54.25%，每股净资产为8.02元。,重要财务与估值指标 2023A ... 资产负债率(%) 54.25 ... 每股净资产(元) 8.02,pdf/2024-12-12/email_18bf8616-336c-56f6-95e8-4708c650bdb7.md
中国化学2024年1-10月新签合同总额是多少，其中境外合同额为多少？,中国化学2024年1-10月实现新签合同总额3112.80亿元，其中境外合同额为811.34亿元。,2024/11/18 中国化学 经营情况简报 2024年1-10月实现新签合同总额3112.80亿元，其中境外合同额811.34亿元。,pdf/2024-12-12/email_412ae63c-720d-548d-8efc-1e4fdc0da358.md
2024年10月中国神华商品煤产量和销量实现了怎样的同比和环比变化？,2024年10月份，中国神华商品煤产量2760万吨，同比增加0.4%，环比增长3.8%。,11月16日，中国神华发布2024年10月份主要运营数据公告显示，2024年10月份，中国神华商品煤产量2760万吨，同比增加0.4%，环比增长3.8%。,pdf/2024-12-12/email_9eeff98b-fae0-5a62-871d-6669430023bf.md
平煤股份近日发布了什么重要的回购股份方案，回购额度是多少？,平煤股份发布《以集中竞价交易方式回购股份方案》的公告，回购额度高达5~10亿元。,此外，平煤股份发布《以集中竞价交易方式回购股份方案》的公告，正式打响煤企增持回购第一枪，回购额度高达5~10亿元，应给予重点关注。,pdf/2024-12-12/email_9eeff98b-fae0-5a62-871d-6669430023bf.md
衮矿能源2024年度第二期超短期融资券（科创票据）发行募集资金到账金额是多少？,衮矿能源2024年度第二期超短期融资券（科创票据）募集资金人民币30亿元，已于2024年11月15日到账。,2024年11月14日，本公司成功发行2024年度第二期超短期融资券（科创票据）（“本期发行”），募集资金人民币30亿元，已于2024年11月15日到账。,pdf/2024-12-12/email_9eeff98b-fae0-5a62-871d-6669430023bf.md
贵州茅台2024-2026年度现金分红回报规划的主要内容是什么？,《2024-2026年度现金分红回报规划》拟定年度分红比率不低于75%，推动公司常态化分红力度再上台阶，并向市场传达稳定高额的分红预期。,而《2024-2026年度现金分红回报规划》拟定年度分红比率不低于75%，推动公司常态化分红力度再上台阶，并向市场传达稳定高额的分红预期。,pdf/2024-12-12/email_0be276d9-41fc-5785-9e51-463befd368d8.md
贵州茅台首次股份回购方案的基本情况是怎样的？,公司回购方案正式步入实施阶段（期限12个月），回购金额30~60亿元，回购股本占比不低于0.133%~0.266%（按回购上限价格1795.78元/股测算），本次回购为公司上市以来首次。,公司回购方案正式步入实施阶段（期限12个月），回购金额30~60亿元，回购股本占比不低于0.133%~0.266%（按回购上限价格1795.78元/股测算）。本次回购为公司上市以来首次。,pdf/2024-12-12/email_0be276d9-41fc-5785-9e51-463befd368d8.md
贵州茅台2024年归母净利润预测是多少，增速如何？,"预计2024年归母净利润为85,991百万元，同比增长15.06%。","归母净利润(百万元) 2024E 85,991 ... 同比(%) 15.06",pdf/2024-12-12/email_0be276d9-41fc-5785-9e51-463befd368d8.md
科大讯飞2024年11月披露的首期员工持股计划的股份规模、价格及资金上限是多少？,"本次员工持股计划受让的股份总数预计不超过1,091万股，约占公司目前股本总额的0.47%。受让公司回购股票的价格为25.38元/股，拟筹集资金总额上限为27,690.58万元。","科大讯飞 2024年11月23日 首期员工持股计划（草案）...本次员工持股计划受让的股份总数预计不超过1,091万股，约占公司目前股本总额的0.47%。本次员工持股计划受让公司回购股票的价格为25.38元/股，拟筹集资金总额上限27,690.58万元。",pdf/2024-12-12/email_03744c5c-bfa5-5d6e-803a-66f95263a456.md
牧原股份2024年10月生猪销售收入是多少，环比增幅如何？,牧原股份2024年10月销售生猪649.8万头，实现销售收入134.2亿元，环比增加12.8%。,分企业来看，牧原股份10月销售生猪649.8万头，出栏量环比增加21.3%，实现销售收入134.2亿元，环比增加12.8%；温氏股份10月销量环比增长6.4%，销售收入环比减少0.9%。,pdf/2024-12-12/email_2a58ae7a-e9b1-58a3-9a17-6c2ceca12b22.md
乖宝宠物2023年、2024年和2025年预测市盈率（PE）分别为多少？,乖宝宠物2023年、2024年和2025年预测市盈率（PE）分别为53.4、41.4和33.1。,表7：重点公司估值...乖宝宠物 61.36 245.47 1.15 1.48 1.85 53.4 41.4 33.1,pdf/2024-12-12/email_2a58ae7a-e9b1-58a3-9a17-6c2ceca12b22.md
长春高新本次回购股份的资金规模和回购目的分别是什么？,本次拟回购资金总额不低于人民币3亿元（含）、不超过人民币5亿元（含），回购股份全部用于后续实施公司及子公司核心团队股权激励或员工持股计划。,根据公司公告，本次拟回购资金总额不低于人民币3亿元（含）、不超过人民币5亿元（含），回购价格不超过人民币160.00元/股。...全部用于后续实施公司及子公司核心团队股权激励或员工持股计划。,pdf/2024-12-12/email_f424df33-6910-5833-9f4a-b7c3f1bd2e8c.md
长春高新2024年归母净利润的预测值及同比增速分别为多少？,预计公司2024年实现归母净利润38.5亿元，同比下降15.04%。,"预计公司2024-2026年分别实现归母净利润38.5（-15%）、42.1（+9%）、45.2亿元（+7%）...表格中2024E归母净利润为3,851百万元，归母净利润增长率为-15.04%。",pdf/2024-12-12/email_f424df33-6910-5833-9f4a-b7c3f1bd2e8c.md
长春高新2024年研发费用及其占主营业务收入的比例预计分别是多少？,"2024年研发费用预计为2,001百万元，占主营业务收入的比例为14.0%。","研发费用 | 2024E：-2,001 | %销售收入：14.0%",pdf/2024-12-12/email_f424df33-6910-5833-9f4a-b7c3f1bd2e8c.md
《光伏制造行业规范条件（2024年本）》正式发布后，对通威股份和协鑫科技（H）等硅料企业未来产能扩张有何影响？,对新建和改扩建硅料项目的电耗要求进一步提升，硅料产能扩张难度进一步加大，随着行业自律行为的持续开展硅料去库有望顺利推进，价格未来有望稳步回升。重点关注具备技术、成本和规模优势的通威股份、协鑫科技（H）等。,成本曲线相对陡峭、资本开支强度相对较高的硅料环节在行业周期中可能面临更大烈度的产能出清，重点关注具备技术、成本和规模优势的通威股份、协鑫科技（H）等。,pdf/2024-12-12/email_c9e016ef-6814-5b04-ad64-a2a292cb2ec0.md
辅材龙头公司福斯特和福莱特在当前光伏产业链价格下跌背景下有哪些优势？,辅材环节受影响相对较小，且光伏需求转好对企业业绩改善的刺激更为直接，福斯特、福莱特等辅材龙头在成本、规模、市占率、现金储备等多方面均具备明显优势。,辅材环节受影响相对较小、且光伏需求转好对企业业绩改善的刺激更为直接，重点关注在成本、规模、市占率、现金储备等多方面均具备明显优势的辅材龙头福斯特、福莱特等。,pdf/2024-12-12/email_c9e016ef-6814-5b04-ad64-a2a292cb2ec0.md
2024年爱尔眼科的归母净利润预计是多少？,爱尔眼科预计2024年归母净利润为38.08亿元。,我们预计公司2024-2026年归母净利润分别为38.08/42.56/49.16亿元，当前股价对应PE分别为35.0/31.3/27.1倍，首次覆盖，给予“买入”评级。,pdf/2024-12-12/email_9eb0a19c-3d9e-5a98-bdce-17a1d41d1c75.md
截至2024年半年报，爱尔眼科的实际控制人是谁，控制股份比例为多少？,截至2024半年报，爱尔眼科创始人陈邦为实际控制人，通过直接持有及控股爱尔医疗投资集团有限公司合计控制公司42.94%的股份。,"截至2024半年报，公司创始人陈邦为实际控制人,通过直接持有及控股爱尔医疗投资集团有限公司合计控制公司 42.94% 的股份。",pdf/2024-12-12/email_9eb0a19c-3d9e-5a98-bdce-17a1d41d1c75.md
2023年爱尔眼科三大核心业务（屈光手术、视光服务、白内障手术）的营收分别为多少？,2023年爱尔眼科屈光手术营收为74.31亿元，视光服务营收为49.60亿元，白内障手术营收为33.27亿元。,2023年公司屈光手术业务较快增长，2023年营收突破70亿元...2023年，公司视光服务业务营收近49.6亿元...2023年公司白内障手术营收达33.27亿元，同比增长超50%，毛利率回升至 37.97%。,pdf/2024-12-12/email_9eb0a19c-3d9e-5a98-bdce-17a1d41d1c75.md
2024年前三季度禾迈股份营业收入及归母净利润同比变动情况如何？,2024年前三季度禾迈股份实现营业收入12.66亿元，同比下降10.12%；归母净利润2.46亿元，同比下降40.88%。,24年Q1-Q3公司实现营业收入 12.66亿元，同比下降10.12%；归母净利润2.46亿元，同比下降 40.88%。前三季度受欧洲市场需求同比下滑影响，公司业绩承压。,pdf/2024-12-12/email_c33eb795-38f9-53fa-a96d-37075e2e6eac.md
禾迈股份2024年第三季度毛利率和净利率分别是多少？,2024年第三季度禾迈股份的毛利率为49.54%，净利率为16.01%。,24Q3公司毛利率、净利率分别为49.54%/16.01%。,pdf/2024-12-12/email_c33eb795-38f9-53fa-a96d-37075e2e6eac.md
